stock1,stock2,open,loss,reward,open_num
1303,2892,0.5,1.5,0.20000000000000284,[0]
1303,3034,0.5,4.649999999999999,7.5,[1]
1303,3037,2.3500000000000014,4.499999999999998,1.0999999999999943,[1]
1102,2002,0.7500000000000002,2.999999999999999,1.9999999999999716,[1]
1102,2356,1.1500000000000006,3.149999999999999,0.5500000000000682,[1]
1102,3034,0.5,4.649999999999999,11.199999999999932,[1]
1476,2330,1.0000000000000004,1.9499999999999997,8.5,[1]
1476,3682,0.6000000000000001,1.7999999999999998,0.5,[1]
1101,2880,1.550000000000001,3.449999999999999,1.1000000000000227,[1]
1101,2887,2.950000000000002,4.9499999999999975,0.0,[1]
1101,2892,1.600000000000001,3.299999999999999,1.200000000000017,[1]
1101,5880,0.6000000000000001,1.65,0.850000000000005,[1]
1101,1477,1.4500000000000008,2.3999999999999995,8.299999999999955,[1]
1101,2103,0.5,1.5,1.0499999999999545,[1]
1101,2347,0.5,1.5,0.3499999999999446,[1]
1101,2356,2.900000000000002,4.499999999999998,2.249999999999993,[1]
1101,2609,2.950000000000002,4.9499999999999975,0.950000000000017,[1]
1101,2610,2.950000000000002,4.9499999999999975,0,[0]
1101,3034,2.0000000000000013,3.5999999999999988,14.25,[1]
1101,3037,2.1500000000000012,4.199999999999998,1.1500000000000021,[1]
1101,3682,0.5,1.9499999999999997,0.8500000000000014,[1]
1101,5264,0.5,1.5,13.0,[1]
1101,5871,0.7000000000000002,1.9499999999999997,1.7000000000000455,[1]
1101,9910,0.55,2.0999999999999996,3.25,[1]
1402,2887,1.8500000000000012,3.5999999999999988,0.15000000000000568,[1]
1402,5880,2.950000000000002,4.9499999999999975,0.0,[1]
1402,2347,2.950000000000002,4.9499999999999975,0,[0]
1402,3231,0.5,1.65,0.1500000000000341,[1]
1402,5264,2.950000000000002,4.9499999999999975,0,[0]
2002,2354,0.5,2.999999999999999,1.6999999999999318,[1]
2002,2801,1.3000000000000007,2.5499999999999994,1.1000000000000227,[1]
2002,2880,1.650000000000001,3.5999999999999988,1.150000000000034,[1]
2002,2882,2.8500000000000023,4.799999999999998,0.30000000000000426,[1]
2002,2885,1.0500000000000005,1.65,0.8500000000000227,[1]
2002,2887,0.5,1.5,0.25,[1]
2002,2892,0.5,1.5,0.3499999999999943,[1]
2002,3045,1.3000000000000007,4.499999999999998,2.5,[1]
2002,5880,1.9000000000000012,4.349999999999998,1.6999999999999886,[1]
2002,1477,1.9500000000000013,3.149999999999999,1.0,[1]
2002,1504,0.6000000000000001,1.65,0.6500000000000341,[1]
2002,2103,1.0500000000000005,1.65,0.6999999999999318,[1]
2002,2347,2.950000000000002,4.9499999999999975,0.0,[1]
2002,2356,2.3000000000000016,4.199999999999998,3.0499999999999545,[1]
2002,3034,1.550000000000001,3.449999999999999,3.0500000000000114,[1]
2002,3037,2.2000000000000015,4.049999999999999,1.0999999999999943,[1]
2002,3682,0.8000000000000003,1.65,0.5499999999999972,[1]
2002,3702,0.5,1.5,0.8999999999999773,[1]
2002,4958,1.750000000000001,2.6999999999999993,0.1500000000000341,[1]
2002,5264,0.55,1.65,3.0,[1]
2002,5871,0.9000000000000004,2.849999999999999,0.9000000000000341,[1]
2002,8464,0.5,1.5,0.75,[1]
2002,9933,1.700000000000001,2.6999999999999993,2.900000000000034,[1]
2002,9945,0.5,1.65,0.14999999999999147,[1]
2317,2885,0.7000000000000002,2.999999999999999,0.9499999999999886,[1]
2317,2618,2.1000000000000014,3.5999999999999988,1.9499999999999886,[1]
2317,3034,2.2000000000000015,4.049999999999999,7.100000000000023,[1]
2317,3037,2.3500000000000014,4.499999999999998,1.2999999999999972,[1]
2317,3682,1.5000000000000009,2.3999999999999995,0.6999999999999886,[1]
2357,2454,0.5,1.5,4.5,[1]
2357,4938,2.950000000000002,4.9499999999999975,0,[0]
2357,2888,0.9500000000000004,2.2499999999999996,0.5,[1]
2357,3702,0.5,1.5,-0.5,[1]
2354,2887,2.950000000000002,4.9499999999999975,0,[0]
2354,2891,0.8000000000000003,1.65,0.5500000000000114,[1]
2354,2892,2.2500000000000018,3.7499999999999987,0.9000000000000057,[1]
2354,5880,1.750000000000001,2.6999999999999993,1.1500000000000057,[1]
2354,1477,1.5000000000000009,2.3999999999999995,0.8000000000000682,[1]
2354,1504,1.0500000000000005,1.7999999999999998,4.899999999999977,[1]
2354,1722,2.1000000000000014,3.5999999999999988,4.249999999999886,[1]
2354,2103,2.950000000000002,4.9499999999999975,0.0,[1]
2354,2347,1.0500000000000005,1.65,0.9000000000000341,[1]
2354,2356,2.2000000000000015,4.049999999999999,2.2499999999999716,[1]
2354,3037,2.4000000000000017,4.499999999999998,1.2999999999999972,[1]
2330,2880,1.5000000000000009,4.049999999999999,1.700000000000017,[1]
2330,2884,2.5500000000000016,4.799999999999998,2.0,[1]
2330,2885,0.8000000000000003,1.65,2.0,[1]
2330,2891,1.750000000000001,4.199999999999998,1.5,[1]
2330,2892,1.3000000000000007,2.5499999999999994,1.3500000000000227,[1]
